BEVOEGD GEZAG NUMMER;INSTELLING;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;AANTAL LEERLINGEN;AANTAL VO LEERLINGEN UITBESTEED AAN VAVO
31231;00ZV;00ZV02;Lauwers College;KOLLUM;1970;NOARDEAST-FRYSLAN;Friesland;318;0
31231;00ZV;00ZV05;Lauwers College;GRIJPSKERK;1969;WESTERKWARTIER;Groningen;329;0
31231;00ZX;00ZX00;Dockingacollege;DOKKUM;1970;NOARDEAST-FRYSLAN;Friesland;339;12
31231;00ZX;00ZX02;Dockingacollege;DOKKUM;1970;NOARDEAST-FRYSLAN;Friesland;407;<5
31231;00ZX;00ZX03;Dockingacollege;DOKKUM;1970;NOARDEAST-FRYSLAN;Friesland;474;0
31231;00ZX;00ZX08;Dockingacollege;DOKKUM;1970;NOARDEAST-FRYSLAN;Friesland;363;0
31231;00ZX;00ZX10;Inspecteur Boelensschool;SCHIERMONNIKOOG;88;SCHIERMONNIKOOG;Friesland;24;0
31231;25CM;25CM00;Chr SGM Liudger;DRACHTEN;90;SMALLINGERLAND;Friesland;876;0
31231;25CM;25CM04;Chr SGM Liudger;DRACHTEN;90;SMALLINGERLAND;Friesland;1104;9
31231;25CM;25CM07;Chr SGM Liudger;BURGUM;737;TYTSJERKSTERADIEL;Friesland;520;<5
31231;25CM;25CM08;Chr SGM Liudger;WASKEMEER;85;OOSTSTELLINGWERF;Friesland;243;0
31231;25CM;25CM10;Chr SGM Liudger;DRACHTEN;90;SMALLINGERLAND;Friesland;129;0
31231;25CM;25CM12;Chr SGM Liudger;BURGUM;737;TYTSJERKSTERADIEL;Friesland;139;<5
31240;02CR;02CR00;Willem Lodewijkgymnasium;GRONINGEN;14;GRONINGEN;Groningen;674;<5
33372;16QH;16QH00;De Nassau;BREDA;758;BREDA;Noord-Brabant;431;<5
33372;16QH;16QH01;De Nassau;BREDA;758;BREDA;Noord-Brabant;1390;7
33944;02DQ;02DQ00;Chr Gymnasium Sorghvliet;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;755;0
35647;00PF;00PF00;Carmelcollege Emmen;EMMEN;114;EMMEN;Drenthe;1338;0
35647;01FY;01FY00;Augustinianum SGM;EINDHOVEN;772;EINDHOVEN;Noord-Brabant;1283;<5
35647;01UH;01UH00;Maartenscollege;HAREN GN;14;GRONINGEN;Groningen;981;16
35647;01VJ;01VJ00;Etty Hillesum Lyceum;DEVENTER;150;DEVENTER;Overijssel;795;<5
35647;01VJ;01VJ01;Etty Hillesum Lyceum;DEVENTER;150;DEVENTER;Overijssel;818;0
35647;01VJ;01VJ03;Etty Hillesum Lyceum;DEVENTER;150;DEVENTER;Overijssel;1164;<5
35647;01VJ;01VJ04;Etty Hillesum Lyceum;DEVENTER;150;DEVENTER;Overijssel;1333;18
35647;01VJ;01VJ05;Etty Hillesum Lyceum;DEVENTER;150;DEVENTER;Overijssel;346;0
35647;01VJ;01VJ06;Etty Hillesum Lyceum;DEVENTER;150;DEVENTER;Overijssel;247;0
35647;01VJ;01VJ14;Etty Hillesum Lyc Zwaluwenburg;DEVENTER;150;DEVENTER;Overijssel;164;0
35647;02EK;02EK00;Pius X College;ALMELO;141;ALMELO;Overijssel;531;0
35647;02EK;02EK01;Pius X College;ALMELO;141;ALMELO;Overijssel;245;0
35647;02EK;02EK02;Pius X College;RIJSSEN;1742;RIJSSEN-HOLTEN;Overijssel;409;0
35647;02LG;02LG00;Carmelcollege Gouda;GOUDA;513;GOUDA;Zuid-Holland;558;0
35647;02LG;02LG06;Loc. Antoniuscollege Gouda;GOUDA;513;GOUDA;Zuid-Holland;1266;<5
35647;02LG;02LG08;Loc. ISK Gouda;GOUDA;513;GOUDA;Zuid-Holland;160;0
35647;02LG;02LG09;Carmel ISK Gouda 2;GOUDA;513;GOUDA;Zuid-Holland;95;0
35647;02QN;02QN00;RK SGM Marianum;GROENLO;1586;OOST GELRE;Gelderland;944;<5
35647;02QN;02QN02;RK SGM Marianum;LICHTENVOORDE;1586;OOST GELRE;Gelderland;563;<5
35647;04OY;04OY00;Carmel College Salland;RAALTE;177;RAALTE;Overijssel;1139;0
35647;04OY;04OY02;Carmel College Salland;RAALTE;177;RAALTE;Overijssel;1151;<5
35647;04OY;04OY06;Carmel College Salland;RAALTE;177;RAALTE;Overijssel;119;0
35647;05AV;05AV00;Twents Carmel College;OLDENZAAL;173;OLDENZAAL;Overijssel;995;<5
35647;05AV;05AV01;Twents Carmel College;OLDENZAAL;173;OLDENZAAL;Overijssel;995;0
35647;05AV;05AV02;Twents Carmel College;OLDENZAAL;173;OLDENZAAL;Overijssel;1503;19
35647;05AV;05AV03;Twents Carmel College;LOSSER;168;LOSSER;Overijssel;511;<5
35647;05AV;05AV04;Twents Carmel College;DENEKAMP;1774;DINKELLAND;Overijssel;237;0
35647;05AV;05AV05;Twents Carmel College;OLDENZAAL;173;OLDENZAAL;Overijssel;191;0
35647;16VI;16VI00;RK SGM Canisius;ALMELO;141;ALMELO;Overijssel;727;<5
35647;16VI;16VI01;RK SGM Canisius;TUBBERGEN;183;TUBBERGEN;Overijssel;691;0
35647;17VN;17VN00;Bonhoeffer College;ENSCHEDE;153;ENSCHEDE;Overijssel;221;0
35647;17VN;17VN01;Bonhoeffer College;ENSCHEDE;153;ENSCHEDE;Overijssel;418;0
35647;17VN;17VN05;Bonhoeffer College;ENSCHEDE;153;ENSCHEDE;Overijssel;1570;18
35647;17VN;17VN06;Bonhoeffer College;ENSCHEDE;153;ENSCHEDE;Overijssel;1301;<5
35647;17VN;17VN09;Bonhoeffer College;ENSCHEDE;153;ENSCHEDE;Overijssel;568;0
35647;19HG;19HG00;Sg. Carmel Hengelo;HENGELO OV;164;HENGELO;Overijssel;1261;<5
35647;19HG;19HG02;Loc. Het Twickel College Borne;BORNE;147;BORNE;Overijssel;342;0
35647;19HG;19HG04;Loc. Het Twickel Coll. Delden;DELDEN;1735;HOF VAN TWENTE;Overijssel;143;0
35647;19HG;19HG06;Locatie Avila College;HENGELO OV;164;HENGELO;Overijssel;548;<5
35647;19HG;19HG10;Locatie C.T. Stork College;HENGELO OV;164;HENGELO;Overijssel;556;0
35647;19HG;19HG11;Loc. Lyceum de Grundel;HENGELO OV;164;HENGELO;Overijssel;750;0
35647;19XH;19XH00;Het Hooghuis;OSS;828;OSS;Noord-Brabant;1466;11
35647;19XH;19XH01;Het Hooghuis locatie Stadion;OSS;828;OSS;Noord-Brabant;495;0
35647;19XH;19XH03;Het Hooghuis locatie Heesch;HEESCH;1721;BERNHEZE;Noord-Brabant;362;0
35647;19XH;19XH04;Het Hooghuis locatie Zuid/West;OSS;828;OSS;Noord-Brabant;738;0
35647;19XH;19XH05;Het Hooghuis locatie Zuid/West;OSS;828;OSS;Noord-Brabant;336;0
35647;19XH;19XH08;Het Hooghuis loc. De Singel;OSS;828;OSS;Noord-Brabant;226;0
35647;19XH;19XH09;Het Hooghuis locatie Mondriaan;OSS;828;OSS;Noord-Brabant;884;6
36921;02FB;02FB00;CCNV;HARDERWIJK;243;HARDERWIJK;Gelderland;1380;11
37052;00PJ;00PJ00;Erasmuscollege;ZOETERMEER;637;ZOETERMEER;Zuid-Holland;1685;<5
40003;14WJ;14WJ00;Het Vlietland College;LEIDEN;546;LEIDEN;Zuid-Holland;940;<5
40075;04FR;04FR00;De Diken;SNEEK;1900;SUDWEST-FRYSLAN;Friesland;276;0
40075;25CR;25CR00;csg Bogerman;SNEEK;1900;SUDWEST-FRYSLAN;Friesland;1323;16
40075;25CR;25CR03;Bogerman SGM;SNEEK;1900;SUDWEST-FRYSLAN;Friesland;599;0
40075;25CR;25CR07;csg Bogerman Koudum;KOUDUM;1900;SUDWEST-FRYSLAN;Friesland;168;0
40075;25CR;25CR10;csg Bogerman Balk;BALK;1940;DE FRYSKE MARREN;Friesland;277;0
40075;25GB;25GB00;Marne College;BOLSWARD;1900;SUDWEST-FRYSLAN;Friesland;752;7
40075;25GB;25GB02;Marne College;BOLSWARD;1900;SUDWEST-FRYSLAN;Friesland;209;0
40094;00RO;00RO00;Amadeus Lyceum;VLEUTEN;344;UTRECHT;Utrecht;2038;6
40094;00RO;00RO03;Aurelius College;VLEUTEN;344;UTRECHT;Utrecht;22;0
40094;01EK;01EK00;Kranenburg;UTRECHT;344;UTRECHT;Utrecht;186;0
40094;01KF;01KF00;St Gregorius College;UTRECHT;344;UTRECHT;Utrecht;336;0
40094;01KF;01KF04;St Gregorius College;UTRECHT;344;UTRECHT;Utrecht;840;7
40094;02UE;02UE00;SGM St Bonifatius Coll;UTRECHT;344;UTRECHT;Utrecht;1588;9
40094;03OY;03OY00;Niftarlake College;MAARSSEN;1904;STICHTSE VECHT;Utrecht;1632;11
40094;07BM;07BM00;De Baanbreker;IJSSELSTEIN UT;353;IJSSELSTEIN;Utrecht;172;0
40094;14OY;14OY00;Gerrit Rietveld College;UTRECHT;344;UTRECHT;Utrecht;1313;9
40094;16PA;16PA00;Chr Gymnasium;UTRECHT;344;UTRECHT;Utrecht;947;0
40094;17GM;17GM00;Oosterlicht College;NIEUWEGEIN;356;NIEUWEGEIN;Utrecht;1820;5
40094;17GM;17GM02;Oosterlicht College;VIANEN UT;1961;VIJFHEERENLANDEN;Utrecht;814;0
40094;18AN;18AN00;Globe College;UTRECHT;344;UTRECHT;Utrecht;750;0
40094;23VD;23VD00;Broeckland College;BREUKELEN UT;1904;STICHTSE VECHT;Utrecht;434;0
40132;02VR;02VR00;Christelijk Lyceum Zeist;ZEIST;355;ZEIST;Utrecht;1465;7
40132;02VR;02VR02;loc, Christelijk lyceum zeist;ZEIST;355;ZEIST;Utrecht;332;0
40132;02VR;02VR04;loc, Revius Lyceum Doorn;DOORN;1581;UTRECHTSE HEUVELRUG;Utrecht;1490;5
40132;02VR;02VR05;loc, Rev lyc wk bij duurstede;WIJK BIJ DUURSTEDE;352;WIJK BIJ DUURSTEDE;Utrecht;667;0
40132;02VR;02VR08;Christelijk Lyceum Zeist;ZEIST;355;ZEIST;Utrecht;32;0
40132;26HY;26HY00;Seyster College;ZEIST;355;ZEIST;Utrecht;80;0
40132;26HY;26HY02;Seyster College;ZEIST;355;ZEIST;Utrecht;116;0
40143;01IW;01IW00;Dongemond College;RAAMSDONKSVEER;779;GEERTRUIDENBERG;Noord-Brabant;1423;6
40143;01IW;01IW03;Dongemond College;MADE;1719;DRIMMELEN;Noord-Brabant;569;0
40180;00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;307;AMERSFOORT;Utrecht;1130;<5
40180;00ML;00ML02;Mavo Muurhuizen;AMERSFOORT;307;AMERSFOORT;Utrecht;707;<5
40180;00ML;00ML05;'t Hooghe Landt;AMERSFOORT;307;AMERSFOORT;Utrecht;684;<5
40180;00ML;00ML09;Het Element;AMERSFOORT;307;AMERSFOORT;Utrecht;318;0
40180;00ML;00ML12;'t Hooghe Landt;AMERSFOORT;307;AMERSFOORT;Utrecht;544;<5
40180;02DC;02DC00;Corlaer College;NIJKERK GLD;267;NIJKERK;Gelderland;893;0
40180;02DC;02DC03;Corlaer College;NIJKERK GLD;267;NIJKERK;Gelderland;1010;5
40180;14RC;14RC00;Meerscholen;AMERSFOORT;307;AMERSFOORT;Utrecht;1304;10
40180;14RC;14RC02;Taalcentrum;AMERSFOORT;307;AMERSFOORT;Utrecht;186;0
40180;14RC;14RC03;Oostwende College;BUNSCHOTEN-SPAKENBURG;313;BUNSCHOTEN;Utrecht;449;<5
40180;14RC;14RC04;Corderius College;AMERSFOORT;307;AMERSFOORT;Utrecht;1815;19
40180;14RC;14RC06;locatie, Het Element Kaliumweg;AMERSFOORT;307;AMERSFOORT;Utrecht;267;0
40180;14RC;14RC13;Meerscholen - Taalcentrum;LEUSDEN;327;LEUSDEN;Utrecht;135;0
40180;14RC;14RC14;Meerscholen;AMERSFOORT;307;AMERSFOORT;Utrecht;70;0
40180;14RC;14RC15;Meerscholen;BAARN;308;BAARN;Utrecht;38;0
40180;26HU;26HU00;Accent Nijkerk;NIJKERK GLD;267;NIJKERK;Gelderland;222;0
40180;28CA;28CA00;PRO33;AMERSFOORT;307;AMERSFOORT;Utrecht;99;0
40209;04IX;04IX00;Kalsbeek College;WOERDEN;632;WOERDEN;Utrecht;1550;11
40209;04IX;04IX01;Kalsbeek College;WOERDEN;632;WOERDEN;Utrecht;1074;5
40232;25KX;25KX00;Lorentz Casimir Lyceum;EINDHOVEN;772;EINDHOVEN;Noord-Brabant;1104;6
40278;13VV;13VV00;Praktijkschool De Zwaaikom;OOSTERHOUT NB;826;OOSTERHOUT;Noord-Brabant;147;0
40304;03XS;03XS00;CSW Van de Perre;MIDDELBURG;687;MIDDELBURG;Zeeland;1390;<5
40304;03XS;03XS02;CSW Toorop Talent College;MIDDELBURG;687;MIDDELBURG;Zeeland;388;0
40304;03XS;03XS03;CSW Bestevaer;VLISSINGEN;718;VLISSINGEN;Zeeland;384;0
40304;03XS;03XS08;ISK Walcheren;MIDDELBURG;687;MIDDELBURG;Zeeland;250;0
40310;05FB;05FB00;Het Assink lyceum;HAAKSBERGEN;158;HAAKSBERGEN;Overijssel;952;8
40310;05FB;05FB01;Het Assink lyceum;EIBERGEN;1859;BERKELLAND;Gelderland;315;0
40310;05FB;05FB07;Het Assink lyceum;HAAKSBERGEN;158;HAAKSBERGEN;Overijssel;429;0
40310;05FB;05FB08;Het Assink lyceum;NEEDE;1859;BERKELLAND;Gelderland;407;0
40310;24TF;24TF00;Staring College;LOCHEM;262;LOCHEM;Gelderland;1122;<5
40310;24TF;24TF01;Staring College;BORCULO;1859;BERKELLAND;Gelderland;316;0
40310;24TF;24TF02;Staring College;BORCULO;1859;BERKELLAND;Gelderland;113;0
40320;18XX;18XX00;Berechja College;URK;184;URK;Flevoland;602;0
40323;00JT;00JT00;GSG Guido;AMERSFOORT;307;AMERSFOORT;Utrecht;632;9
40323;00JT;00JT02;GSG Guido;AMERSFOORT;307;AMERSFOORT;Utrecht;481;0
40323;00JT;00JT03;GSG Guido Guido De Bres;ARNHEM;202;ARNHEM;Gelderland;189;<5
40323;00JT;00JT06;GSG Guido;AMERSFOORT;307;AMERSFOORT;Utrecht;446;0
40334;14SF;14SF00;SGM De Goudse Waarden;GOUDA;513;GOUDA;Zuid-Holland;374;0
40334;14SF;14SF01;SGM De Goudse Waarden;GOUDA;513;GOUDA;Zuid-Holland;979;<5
40334;30FF;30FF00;PROS De Goudse Waarden;GOUDA;513;GOUDA;Zuid-Holland;91;0
40348;02DO;02DO00;PC SGM Het Noordik;ALMELO;141;ALMELO;Overijssel;1376;11
40348;02DO;02DO01;PC SGM Het Noordik;ALMELO;141;ALMELO;Overijssel;340;0
40348;02DO;02DO02;PC SGM Het Noordik;VRIEZENVEEN;1700;TWENTERAND;Overijssel;484;0
40348;02DO;02DO03;PC SGM Het Noordik;VROOMSHOOP;1700;TWENTERAND;Overijssel;465;0
40356;08VU;08VU00;Chr SGM Willem v Oranje;OUD-BEIJERLAND;1963;HOEKSCHE WAARD;Zuid-Holland;917;12
40356;08VU;08VU02;Chr SGM Willem v Oranje;OUD-BEIJERLAND;1963;HOEKSCHE WAARD;Zuid-Holland;383;0
40357;00YO;00YO00;Prot Chr Mavo Waldheim;BAARN;308;BAARN;Utrecht;420;0
40357;01NZ;01NZ00;Griftland College;SOEST;342;SOEST;Utrecht;1378;11
40365;02VJ;02VJ00;Ubbo Emmius;STADSKANAAL;37;STADSKANAAL;Groningen;762;<5
40365;02VJ;02VJ03;Ubbo Emmius Lyceum;STADSKANAAL;37;STADSKANAAL;Groningen;461;0
40365;02VJ;02VJ06;Ubbo Emmius;ONSTWEDDE;37;STADSKANAAL;Groningen;232;0
40365;02VJ;02VJ07;Ubbo Emmius;STADSKANAAL;37;STADSKANAAL;Groningen;261;0
40365;02VJ;02VJ08;Ubbo Emmius;STADSKANAAL;37;STADSKANAAL;Groningen;283;<5
40365;18UZ;18UZ00;PrO Stadskanaal;STADSKANAAL;37;STADSKANAAL;Groningen;176;0
40365;19UR;19UR00;PrO Winschoten;WINSCHOTEN;1895;OLDAMBT;Groningen;137;0
40365;20CM;20CM00;Dollard College;WINSCHOTEN;1895;OLDAMBT;Groningen;916;6
40365;20CM;20CM01;Dollard College;OUDE PEKELA;765;PEKELA;Groningen;285;0
40365;20CM;20CM03;Dollard College;BELLINGWOLDE;1950;WESTERWOLDE;Groningen;174;0
40365;20CM;20CM07;Dollard College;WOLDENDORP;1979;EEMSDELTA;Groningen;342;0
40365;20CM;20CM08;Dollard College;WINSCHOTEN;1895;OLDAMBT;Groningen;397;0
40365;20CM;20CM09;Dollard College;WINSCHOTEN;1895;OLDAMBT;Groningen;581;<5
40365;20CM;20CM10;Dollard College;WINSCHOTEN;1895;OLDAMBT;Groningen;12;0
40375;00RZ;00RZ00;Montessori College;NIJMEGEN;268;NIJMEGEN;Gelderland;1126;9
40375;00RZ;00RZ01;Montessori College;GROESBEEK;1945;BERG EN DAL;Gelderland;244;0
40375;00RZ;00RZ07;Montessori College;NIJMEGEN;268;NIJMEGEN;Gelderland;574;0
40377;20BC;20BC00;Oranje Nassau College;ZOETERMEER;637;ZOETERMEER;Zuid-Holland;1871;<5
40377;20BC;20BC01;Oranje Nassau College;ZOETERMEER;637;ZOETERMEER;Zuid-Holland;1373;0
40505;00TL;00TL00;Het Nieuwe Lyceum;BILTHOVEN;310;DE BILT;Utrecht;1185;<5
40517;15IS;15IS00;Het Kwadrant Prakt Ond;BERGEN OP ZOOM;748;BERGEN OP ZOOM;Noord-Brabant;233;0
40530;04DF;04DF00;Ashram College;ALPHEN AAN DEN RIJN;484;ALPHEN AAN DEN RIJN;Zuid-Holland;750;<5
40530;04DF;04DF01;Ashram College;NIEUWKOOP;569;NIEUWKOOP;Zuid-Holland;323;0
40530;15BH;15BH00;Chr Sgm Groene Hart;ALPHEN AAN DEN RIJN;484;ALPHEN AAN DEN RIJN;Zuid-Holland;752;0
40530;15BH;15BH01;Chr Sgm Groene Hart Lyceum;ALPHEN AAN DEN RIJN;484;ALPHEN AAN DEN RIJN;Zuid-Holland;1569;<5
40530;15BH;15BH04;Groene Hart Rijnwoude;HAZERSWOUDE-DORP;484;ALPHEN AAN DEN RIJN;Zuid-Holland;330;0
40530;15BH;15BH05;Groene Hart Topmavo;ALPHEN AAN DEN RIJN;484;ALPHEN AAN DEN RIJN;Zuid-Holland;768;<5
40530;26LR;26LR00;Groene Hart Praktijkschool;ALPHEN AAN DEN RIJN;484;ALPHEN AAN DEN RIJN;Zuid-Holland;158;0
40570;14RP;14RP00;CSG;GRONINGEN;14;GRONINGEN;Groningen;884;0
40570;14RP;14RP01;CSG - locatie Augustinus;GRONINGEN;14;GRONINGEN;Groningen;1284;30
40570;14RP;14RP02;CSG - locatieKluiverboom;GRONINGEN;14;GRONINGEN;Groningen;212;0
40570;14RP;14RP03;CSG - locatie Diamantlaan;GRONINGEN;14;GRONINGEN;Groningen;427;0
40586;17YS;17YS00;Esprit Scholen;AMSTERDAM;363;AMSTERDAM;Noord-Holland;999;0
40586;17YS;17YS02;Esprit Scholengroep;AMSTERDAM;363;AMSTERDAM;Noord-Holland;590;<5
40586;17YS;17YS03;Esprit Scholengroep;AMSTERDAM;363;AMSTERDAM;Noord-Holland;1208;5
40586;17YS;17YS04;Esprit Scholengroep;AMSTERDAM;363;AMSTERDAM;Noord-Holland;400;0
40586;17YS;17YS08;Esprit Scholengroep;AMSTERDAM;363;AMSTERDAM;Noord-Holland;661;<5
40586;17YS;17YS12;Esprit Scholengroep;AMSTERDAM;363;AMSTERDAM;Noord-Holland;286;0
40586;17YS;17YS18;Esprit Scholengroep;AMSTERDAM;363;AMSTERDAM;Noord-Holland;635;0
40586;17YS;17YS21;Esprit Scholen;AMSTERDAM;363;AMSTERDAM;Noord-Holland;662;<5
40586;17YS;17YS22;Esprit Scholen;AMSTERDAM;363;AMSTERDAM;Noord-Holland;322;0
40586;30GC;30GC00;Het 4e Gymnasium;AMSTERDAM;363;AMSTERDAM;Noord-Holland;826;0
40588;06HF;06HF00;Udens College;UDEN;1991;MAASHORST;Noord-Brabant;1546;11
40588;06HF;06HF02;Udens College;UDEN;1991;MAASHORST;Noord-Brabant;1248;<5
40590;00UM;00UM00;Erfgooiers College;HUIZEN;406;HUIZEN;Noord-Holland;976;0
40596;02XJ;02XJ00;Chr SGM Reggesteyn;NIJVERDAL;163;HELLENDOORN;Overijssel;1407;6
40596;02XJ;02XJ02;Chr SGM Reggesteijn;RIJSSEN;1742;RIJSSEN-HOLTEN;Overijssel;1145;0
40608;25GE;25GE00;Het Streek Lyceum;EDE GLD;228;EDE;Gelderland;1472;34
40608;25GE;25GE02;Het Streek College;EDE GLD;228;EDE;Gelderland;755;0
40608;26HV;26HV00;Het Streek College;EDE GLD;228;EDE;Gelderland;124;0
40619;23HH;23HH00;Praktijkonderwijs Roermond;ROERMOND;957;ROERMOND;Limburg;217;0
40641;08LP;08LP00;Isendoorn College;WARNSVELD;301;ZUTPHEN;Gelderland;1192;22
40641;08LP;08LP01;Isendoorn College;WARNSVELD;301;ZUTPHEN;Gelderland;236;<5
40641;08LP;08LP02;Isendoorn College;ZUTPHEN;301;ZUTPHEN;Gelderland;238;0
40673;25EF;25EF01;Vonk Alkmaar;ALKMAAR;361;ALKMAAR;Noord-Holland;528;0
40673;25EF;25EF02;Vonk Castricum;CASTRICUM;383;CASTRICUM;Noord-Holland;1080;0
40673;25EF;25EF03;Vonk Amsterdam;AMSTERDAM;363;AMSTERDAM;Noord-Holland;371;0
40673;25EF;25EF04;Vonk Purmerend;PURMEREND;439;PURMEREND;Noord-Holland;694;0
40673;25EF;25EF05;Vonk  Grootebroek;GROOTEBROEK;532;STEDE BROEC;Noord-Holland;270;0
40673;25EF;25EF06;Vonk Hoorn;HOORN NH;405;HOORN;Noord-Holland;539;0
40673;25EF;25EF08;Vonk Heerhugowaard;HEERHUGOWAARD;1980;DIJK EN WAARD;Noord-Holland;319;0
40673;25EF;25EF09;Vonk Schagen locatie Boomgaard;SCHAGEN;441;SCHAGEN;Noord-Holland;587;0
40676;00PS;00PS00;AT Scholen VO;HILVERSUM;402;HILVERSUM;Noord-Holland;720;0
40676;00PS;00PS03;AT Scholen VO - Laar & Berg;LAREN NH;417;LAREN;Noord-Holland;872;<5
40676;00PS;00PS04;AT Scholen VO- Groot Goylant;HILVERSUM;402;HILVERSUM;Noord-Holland;338;0
40676;00PS;00PS05;AT Scholen VO loc St. Aloysius;HILVERSUM;402;HILVERSUM;Noord-Holland;511;0
40676;00PS;00PS06;AT Scholen VO- Alberdink Thijm;HILVERSUM;402;HILVERSUM;Noord-Holland;134;0
40676;00PS;00PS08;AT Scholen VO;HILVERSUM;402;HILVERSUM;Noord-Holland;1843;11
40676;00PS;00PS09;AT Scholen VO;HILVERSUM;402;HILVERSUM;Noord-Holland;309;<5
40676;00PS;00PS10;AT Scholen VO;HILVERSUM;402;HILVERSUM;Noord-Holland;69;0
40681;01GH;01GH00;Willem v Oranje College;WAALWIJK;867;WAALWIJK;Noord-Brabant;1017;9
40681;01GH;01GH01;Willem v Oranje College;WIJK EN AALBURG;1959;ALTENA;Noord-Brabant;512;<5
40681;01GH;01GH04;Willem v Oranje College;WAALWIJK;867;WAALWIJK;Noord-Brabant;160;0
40681;23DB;23DB00;MET;WAALWIJK;867;WAALWIJK;Noord-Brabant;189;0
40683;02UB;02UB00;St Vituscollege;BUSSUM;1942;GOOISE MEREN;Noord-Holland;1302;<5
40683;30JN;30JN00;Volantcollege;BUSSUM;1942;GOOISE MEREN;Noord-Holland;810;0
40683;30JN;30JN01;Volantcollege;NAARDEN;1942;GOOISE MEREN;Noord-Holland;90;0
40687;05NV;05NV00;Aeres PRO Emmeloord;EMMELOORD;171;NOORDOOSTPOLDER;Flevoland;156;0
40687;25GV;25GV01;Aeres VMBO Emmeloord;EMMELOORD;171;NOORDOOSTPOLDER;Flevoland;401;0
40687;25GV;25GV05;Aeres VMBO Ede;EDE GLD;228;EDE;Gelderland;385;<5
40687;25GV;25GV07;Aeres VMBO Lelystad;LELYSTAD;995;LELYSTAD;Flevoland;598;0
40687;25GV;25GV08;Aeres VMBO Maartensdijk;MAARTENSDIJK;310;DE BILT;Utrecht;431;<5
40687;25GV;25GV09;Aeres VMBO Nijkerk;NIJKERK GLD;267;NIJKERK;Gelderland;422;0
40687;25GV;25GV10;Aeres VMBO Velp;VELP GLD;275;RHEDEN;Gelderland;549;0
40687;25GV;25GV30;Aeres VMBO Buitenpost;BUITENPOST;59;ACHTKARSPELEN;Friesland;334;0
40687;25GV;25GV31;Aeres VMBO Sneek;SNEEK;1900;SUDWEST-FRYSLAN;Friesland;324;0
40687;25GV;25GV32;Aeres VMBO Heerenveen;HEERENVEEN;74;HEERENVEEN;Friesland;458;0
40687;25GV;25GV34;Aeres VMBO Leeuwarden;LEEUWARDEN;80;LEEUWARDEN;Friesland;463;0
40687;27VD;27VD00;Aeres VMBO Almere;ALMERE;34;ALMERE;Flevoland;904;0
40696;11AI;11AI00;Gooise Praktijkschool;HILVERSUM;402;HILVERSUM;Noord-Holland;278;0
40696;14SM;14SM00;Gooise Scholenfederatie;BUSSUM;1942;GOOISE MEREN;Noord-Holland;1345;<5
40696;14SM;14SM02;De Fontein;BUSSUM;1942;GOOISE MEREN;Noord-Holland;463;<5
40696;14SM;14SM03;SG Huizermaat;HUIZEN;406;HUIZEN;Noord-Holland;1290;0
40696;14SM;14SM04;A. Roland Holst College;HILVERSUM;402;HILVERSUM;Noord-Holland;643;8
40696;14SM;14SM05;College De Brink;LAREN NH;417;LAREN;Noord-Holland;536;0
40696;14SM;14SM13;A. Roland Holst College;HILVERSUM;402;HILVERSUM;Noord-Holland;534;<5
40696;14SM;14SM14;ISK Het Gooi;LAREN NH;417;LAREN;Noord-Holland;270;0
40696;24TG;24TG00;Gooise Scholen Federatie Weesp;WEESP;363;AMSTERDAM;Noord-Holland;1425;<5
40696;24TG;24TG04;Casparus College;WEESP;363;AMSTERDAM;Noord-Holland;313;0
40700;25GD;25GD00;Andreas College;KATWIJK ZH;537;KATWIJK;Zuid-Holland;690;0
40700;25GD;25GD01;Andreas College;KATWIJK ZH;537;KATWIJK;Zuid-Holland;1366;<5
40700;26HN;26HN00;Limes Praktijkonderwijs;KATWIJK ZH;537;KATWIJK;Zuid-Holland;198;0
40716;19QA;19QA00;Koningin Wilhelmina College;CULEMBORG;216;CULEMBORG;Gelderland;1331;5
40716;19QA;19QA04;Koningin Wilhelmina College;CULEMBORG;216;CULEMBORG;Gelderland;381;0
40722;02UX;02UX00;Vechtdal College;HARDENBERG;160;HARDENBERG;Overijssel;1579;<5
40722;02UX;02UX01;Vechtdal College;DEDEMSVAART;160;HARDENBERG;Overijssel;397;0
40722;02UX;02UX06;Vechtdal College;OMMEN;175;OMMEN;Overijssel;1285;<5
40776;01ET;01ET00;St. Ignatiusgymnasium;AMSTERDAM;363;AMSTERDAM;Noord-Holland;782;<5
40776;02AN;02AN00;Fons Vitae Lyceum;AMSTERDAM;363;AMSTERDAM;Noord-Holland;1060;<5
40776;14SE;14SE00;St. Nicolaaslyceum;AMSTERDAM;363;AMSTERDAM;Noord-Holland;1216;8
40784;00PG;00PG00;Stichting Driestar-Wartburg;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;1492;7
40784;00PG;00PG02;Driestar-Wartburg De Swaef;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;619;0
40784;00PG;00PG03;Driestar-Wartburg Revius;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;552;0
40784;00PG;00PG04;Driestar-Wartburg Marnix;DORDRECHT;505;DORDRECHT;Zuid-Holland;872;0
